Country,Year,Average Temperature per Year,Consumption Levels
Haiti,2006,27.22,37.99
Haiti,2007,27.29,25.69
Haiti,2008,26.93,23.92
Haiti,2009,27.15,36.17
Haiti,2010,27.0,24.79
Haiti,2011,26.94,31.75
Haiti,2012,27.05,46.79
Haiti,2013,27.03,44.44
Honduras,1971,24.75,123.45
Honduras,1972,25.2,123.82
Honduras,1973,25.11,139.82
Honduras,1974,24.65,144.75
Honduras,1975,24.87,151.94
Honduras,1976,24.67,158.33
Honduras,1977,25.19,176.69
Honduras,1978,25.13,176.88
Honduras,1979,25.18,200.4
Honduras,1980,25.17,205.14
Honduras,1981,24.9,218.44
Honduras,1982,25.18,215.41
Honduras,1983,25.62,225.48
Honduras,1984,24.88,232.29
Honduras,1985,25.02,275.77
Honduras,1986,24.95,272.83
Honduras,1987,25.31,319.0
Honduras,1988,25.27,330.67
Honduras,1989,24.92,324.81
Honduras,1990,25.21,360.76
Honduras,1991,25.34,345.01
Honduras,1992,25.46,322.37
Honduras,1993,25.29,335.47
Honduras,1994,25.68,298.96
Honduras,1995,25.83,347.51
Honduras,1996,25.18,394.54
Honduras,1997,25.84,407.38
Honduras,1998,26.1,437.03
Honduras,1999,25.22,439.22
Honduras,2000,25.15,482.37
Honduras,2001,25.15,489.19
Honduras,2002,25.43,509.98
Honduras,2003,25.55,533.06
Honduras,2004,25.46,531.6
Honduras,2005,25.63,565.4
Honduras,2006,25.59,575.58
Honduras,2007,25.38,625.66
Honduras,2008,25.11,646.28
Honduras,2009,25.52,614.81
Honduras,2010,25.25,608.1
Honduras,2011,25.47,653.06
Honduras,2012,25.26,625.66
Honduras,2013,25.73,631.54
Hungary,1971,9.99,1711.3
Hungary,1972,10.19,1827.77
Hungary,1973,9.75,1955.51
Hungary,1974,10.39,2070.2
Hungary,1975,10.52,2148.37
Hungary,1976,9.57,2284.25
Hungary,1977,10.3,2418.57
Hungary,1978,9.18,2611.18
Hungary,1979,10.27,2638.7
Hungary,1980,8.9,2697.76
Hungary,1981,10.06,2738.56
Hungary,1982,10.19,2833.49
Hungary,1983,10.62,2950.66
Hungary,1984,9.84,3103.83
Hungary,1985,9.09,3194.09
Hungary,1986,9.78,3268.31
Hungary,1987,9.54,3424.66
Hungary,1988,10.22,3426.23
Hungary,1989,10.63,3484.35
Hungary,1990,10.92,3426.55
Hungary,1991,9.68,3223.92
Hungary,1992,11.0,3116.01
Hungary,1993,10.12,2995.99
Hungary,1994,11.55,3025.71
Hungary,1995,10.3,3066.52
Hungary,1996,9.36,3162.37
Hungary,1997,9.87,3188.38
Hungary,1998,10.36,3215.68
Hungary,1999,10.66,3321.41
Hungary,2000,11.7,3309.28
Hungary,2001,10.52,3426.72
Hungary,2002,11.43,3545.17
Hungary,2003,10.6,3637.28
Hungary,2004,10.31,3680.17
Hungary,2005,9.94,3771.36
Hungary,2006,10.63,3882.49
Hungary,2007,11.71,3976.52
Hungary,2008,11.53,3988.77
Hungary,2009,11.38,3773.15
Hungary,2010,10.35,3876.49
Hungary,2011,10.88,3898.82
Hungary,2012,11.29,3923.04
Hungary,2013,12.3,3892.11
Iceland,1971,1.35,7001.52
Iceland,1972,2.6,7650.49
Iceland,1973,1.1,9895.58
Iceland,1974,2.37,9962.41
Iceland,1975,1.37,9588.08
Iceland,1976,2.12,10002.09
Iceland,1977,1.59,10631.25
Iceland,1978,1.73,10987.0
Iceland,1979,0.27,11841.32
Iceland,1980,1.83,12680.92
Iceland,1981,0.64,12918.46
Iceland,1982,1.34,14038.31
Iceland,1983,0.82,14642.77
Iceland,1984,2.06,15239.38
Iceland,1985,1.41,14771.86
Iceland,1986,1.54,15350.77
Iceland,1987,2.55,15268.91
Iceland,1988,1.23,16353.01
Iceland,1989,1.38,16424.63
Iceland,1990,1.77,16148.27
Iceland,1991,2.54,15931.14
Iceland,1992,1.77,16099.93
Iceland,1993,1.7,16737.13
Iceland,1994,1.58,17066.32
Iceland,1995,1.07,17396.47
Iceland,1996,2.32,17358.58
Iceland,1997,2.22,18957.84
Iceland,1998,1.61,21321.16
Iceland,1999,1.84,24522.23
Iceland,2000,2.1,26201.53
Iceland,2001,2.36,26950.39
Iceland,2002,2.67,27896.9
Iceland,2003,3.34,27666.39
Iceland,2004,2.95,28215.45
Iceland,2005,2.2,27988.03
Iceland,2006,2.68,31328.39
Iceland,2007,2.56,36852.54
Iceland,2008,2.31,50063.95
Iceland,2009,2.46,51259.19
Iceland,2010,2.68,51439.91
Iceland,2011,2.32,52373.88
Iceland,2012,2.46,53202.83
Iceland,2013,2.92,54799.17
India,1971,23.63,97.41
India,1972,24.27,100.0
India,1973,24.39,100.41
India,1974,24.18,103.84
India,1975,23.86,114.48
India,1976,24.2,124.16
India,1977,24.29,126.4
India,1978,24.01,136.17
India,1979,24.55,136.09
India,1980,24.59,142.14
India,1981,24.23,152.42
India,1982,24.22,158.77
India,1983,23.94,166.49
India,1984,24.19,184.25
India,1985,24.49,194.56
India,1986,24.29,209.04
India,1987,24.79,221.29
India,1988,24.73,241.1
India,1989,24.16,258.04
India,1990,24.18,272.95
India,1991,24.31,291.66
India,1992,24.22,305.01
India,1993,24.41,320.91
India,1994,24.3,341.35
India,1995,24.43,358.63
India,1996,24.44,359.48
India,1997,24.05,374.95
India,1998,24.76,385.13
India,1999,24.66,391.12
India,2000,24.5,392.51
India,2001,24.58,392.36
India,2002,24.91,408.78
India,2003,24.65,428.21
India,2004,24.63,448.97
India,2005,24.5,465.18
India,2006,24.73,506.22
India,2007,24.65,538.79
India,2008,24.41,558.43
India,2009,25.15,595.61
India,2010,25.05,637.13
India,2011,24.42,692.78
India,2012,24.64,718.3
India,2013,25.41,758.11
Indonesia,1971,25.79,14.3
Indonesia,1972,26.06,15.83
Indonesia,1973,26.22,15.76
Indonesia,1974,25.9,19.11
Indonesia,1975,25.9,21.36
Indonesia,1976,25.78,18.26
Indonesia,1977,25.9,21.64
Indonesia,1978,25.99,31.62
Indonesia,1979,26.06,38.5
Indonesia,1980,26.03,45.95
Indonesia,1981,26.03,52.02
Indonesia,1982,25.94,61.13
Indonesia,1983,26.24,65.77
Indonesia,1984,25.77,71.09
Indonesia,1985,25.99,79.37
Indonesia,1986,26.06,91.64
Indonesia,1987,26.37,103.92
Indonesia,1988,26.25,119.05
Indonesia,1989,26.05,136.94
Indonesia,1990,26.24,161.86
Indonesia,1991,26.08,177.22
Indonesia,1992,26.17,193.49
Indonesia,1993,26.14,211.87
Indonesia,1994,26.08,238.8
Indonesia,1995,26.23,262.02
Indonesia,1996,26.22,295.03
Indonesia,1997,26.37,328.38
Indonesia,1998,26.75,327.72
Indonesia,1999,26.13,352.99
Indonesia,2000,26.19,385.76
Indonesia,2001,26.33,406.38
Indonesia,2002,26.53,412.27
Indonesia,2003,26.45,423.53
Indonesia,2004,26.43,468.8
Indonesia,2005,26.45,495.15
Indonesia,2006,26.38,510.51
Indonesia,2007,26.29,540.38
Indonesia,2008,26.07,564.15
Indonesia,2009,26.46,588.12
Indonesia,2010,26.54,630.3
Indonesia,2011,26.2,674.82
Indonesia,2012,26.32,728.18
Indonesia,2013,26.47,769.5
Iraq,1971,21.82,261.94
Iraq,1972,21.18,262.2
Iraq,1973,22.04,307.48
Iraq,1974,21.65,325.71
Iraq,1975,21.81,367.37
Iraq,1976,21.57,414.77
Iraq,1977,22.22,487.57
Iraq,1978,22.41,580.59
Iraq,1979,23.29,727.91
Iraq,1980,22.38,792.04
Iraq,1981,22.42,733.19
Iraq,1982,21.19,897.24
Iraq,1983,21.53,1031.69
Iraq,1984,21.84,1202.18
Iraq,1985,22.2,1264.71
Iraq,1986,22.32,1311.17
Iraq,1987,22.61,1285.21
Iraq,1988,22.06,1309.8
Iraq,1989,22.34,1299.12
Iraq,1990,22.54,1291.17
Iraq,1991,22.28,1098.82
Iraq,1992,20.69,1311.67
Iraq,1993,21.9,1302.46
Iraq,1994,22.64,1325.95
Iraq,1995,22.43,1365.56
Iraq,1996,23.01,1321.99
Iraq,1997,21.92,1305.82
Iraq,1998,23.46,1264.88
Iraq,1999,23.49,1224.14
Iraq,2000,22.99,1183.98
Iraq,2001,23.52,1181.29
Iraq,2002,22.9,1201.17
Iraq,2003,22.96,985.38
Iraq,2004,22.78,1135.58
Iraq,2005,22.7,784.74
Iraq,2006,22.9,932.35
Iraq,2007,23.02,761.6
Iraq,2008,23.12,747.44
Iraq,2009,23.0,825.61
Iraq,2010,24.65,1176.78
Iraq,2011,22.59,1247.14
Iraq,2012,23.43,1074.61
Iraq,2013,24.24,1334.18
Ireland,1971,10.09,1884.66
Ireland,1972,9.24,2021.17
Ireland,1973,9.82,2143.26
Ireland,1974,9.48,2246.06
Ireland,1975,10.06,2175.23
Ireland,1976,9.86,2377.67
Ireland,1977,9.61,2535.8
Ireland,1978,9.65,2693.52
Ireland,1979,8.89,2935.01
Ireland,1980,9.55,2868.32
Ireland,1981,9.59,2827.4
Ireland,1982,9.85,2794.19
Ireland,1983,10.08,2852.79
Ireland,1984,9.78,2962.27
Ireland,1985,9.11,3114.96
Ireland,1986,8.73,3271.47
Ireland,1987,9.44,3414.63
Ireland,1988,9.87,3427.28
Ireland,1989,10.3,3598.11
Ireland,1990,10.31,3767.53
Ireland,1991,9.83,3897.87
Ireland,1992,9.79,4104.9
Ireland,1993,9.64,4185.1
Ireland,1994,9.88,4351.06
Ireland,1995,10.52,4525.28
Ireland,1996,9.59,4787.89
Ireland,1997,10.68,4976.63
Ireland,1998,10.46,5201.61
Ireland,1999,10.46,5433.86
Ireland,2000,10.13,5796.06
Ireland,2001,10.02,5896.94
Ireland,2002,10.42,6035.69
Ireland,2003,10.52,6092.55
Ireland,2004,10.44,6168.4
Ireland,2005,10.58,6241.72
Ireland,2006,10.65,6351.1
Ireland,2007,10.84,6218.31
Ireland,2008,10.16,6340.73
Ireland,2009,10.16,5947.91
Ireland,2010,9.26,5927.87
Ireland,2011,10.35,5657.54
Ireland,2012,10.04,5651.01
Ireland,2013,9.97,5698.76
Israel,1971,19.65,2288.69
Israel,1972,19.53,2497.14
Israel,1973,19.78,2497.56
Israel,1974,19.69,2518.21
Israel,1975,19.67,2624.89
Israel,1976,19.61,2718.09
Israel,1977,19.94,2832.0
Israel,1978,20.19,3011.92
Israel,1979,20.66,3049.39
Israel,1980,20.04,3022.18
Israel,1981,20.02,3067.49
Israel,1982,19.32,3173.9
Israel,1983,19.2,3313.28
Israel,1984,19.73,3359.46
Israel,1985,20.22,3485.24
Israel,1986,20.0,3407.07
Israel,1987,19.95,3756.47
Israel,1988,20.06,4026.11
Israel,1989,19.9,4228.42
Israel,1990,20.13,4176.18
Israel,1991,20.02,3981.21
Israel,1992,19.03,4568.42
Israel,1993,19.98,4618.89
Israel,1994,20.5,4934.25
Israel,1995,20.04,5127.86
Israel,1996,20.53,5340.3
Israel,1997,19.82,5488.52
Israel,1998,20.97,5819.46
Israel,1999,20.89,5974.37
Israel,2000,20.23,6323.1
Israel,2001,20.93,6400.22
Israel,2002,20.73,6502.74
Israel,2003,20.61,6597.31
Israel,2004,20.49,6525.92
Israel,2005,20.44,6572.2
Israel,2006,20.41,6711.23
Israel,2007,20.7,7003.25
Israel,2008,20.93,7134.0
Israel,2009,20.83,6607.89
Israel,2010,22.31,6953.28
Israel,2011,20.33,6930.0
Israel,2012,21.01,7184.5
Israel,2013,21.22,6710.09
Italy,1971,12.79,2152.77
Italy,1972,12.72,2295.49
Italy,1973,12.8,2457.73
Italy,1974,12.81,2537.29
Italy,1975,12.94,2476.36
Italy,1976,12.5,2710.46
Italy,1977,13.04,2776.82
Italy,1978,12.37,2891.04
Italy,1979,12.9,3040.96
Italy,1980,12.24,3104.85
Italy,1981,12.78,3096.93
Italy,1982,13.44,3132.77
Italy,1983,13.19,3134.39
Italy,1984,12.49,3304.33
Italy,1985,13.06,3391.67
Italy,1986,13.13,3490.34
Italy,1987,13.18,3662.67
Italy,1988,13.51,3825.92
Italy,1989,13.33,4007.18
Italy,1990,13.72,4144.91
Italy,1991,12.85,4224.74
Italy,1992,13.58,4310.54
Italy,1993,13.41,4303.65
Italy,1994,14.28,4439.32
Italy,1995,13.23,4597.89
Italy,1996,13.01,4658.7
Italy,1997,13.84,4791.29
Italy,1998,13.66,4955.72
Italy,1999,13.76,5079.49
Italy,2000,14.13,5299.86
Italy,2001,13.95,5406.49
Italy,2002,13.93,5539.7
Italy,2003,14.3,5652.52
Italy,2004,13.56,5688.0
Italy,2005,13.03,5731.1
Italy,2006,13.79,5833.47
Italy,2007,14.07,5804.33
Italy,2008,13.88,5757.96
Italy,2009,14.05,5368.39
Italy,2010,13.32,5493.71
Italy,2011,14.17,5514.8
Italy,2012,14.08,5397.74
Italy,2013,14.16,5159.18
Jamaica,1971,26.1,822.84
Jamaica,1972,26.41,976.87
Jamaica,1973,26.51,1012.17
Jamaica,1974,26.03,1058.29
Jamaica,1975,26.26,704.41
Jamaica,1976,26.3,745.51
Jamaica,1977,26.56,765.96
Jamaica,1978,26.39,765.69
Jamaica,1979,26.34,693.42
Jamaica,1980,26.66,669.62
Jamaica,1981,26.38,654.93
Jamaica,1982,26.66,781.05
Jamaica,1983,26.85,754.22
Jamaica,1984,26.36,604.66
Jamaica,1985,26.24,591.62
Jamaica,1986,26.32,618.34
Jamaica,1987,26.86,653.61
Jamaica,1988,26.74,622.98
Jamaica,1989,26.44,586.93
Jamaica,1990,26.74,877.92
Jamaica,1991,26.69,721.43
Jamaica,1992,26.72,1462.27
Jamaica,1993,26.52,1541.64
Jamaica,1994,26.91,1713.64
Jamaica,1995,26.89,2071.04
Jamaica,1996,26.47,2126.03
Jamaica,1997,27.2,2183.6
Jamaica,1998,27.24,2265.81
Jamaica,1999,26.54,2295.6
Jamaica,2000,26.47,2313.37
Jamaica,2001,26.7,2320.4
Jamaica,2002,27.0,2394.02
Jamaica,2003,27.07,2461.69
Jamaica,2004,26.9,2434.66
Jamaica,2005,26.83,2453.62
Jamaica,2006,27.03,2428.93
Jamaica,2007,27.01,1974.66
Jamaica,2008,26.62,1190.54
Jamaica,2009,26.86,1255.14
Jamaica,2010,26.52,1250.23
Jamaica,2011,26.64,1239.91
Jamaica,2012,26.89,1068.55
Jamaica,2013,27.13,1044.31
Japan,1971,11.98,3415.69
Japan,1972,12.59,3737.27
Japan,1973,12.41,4067.36
Japan,1974,11.79,3967.08
Japan,1975,12.34,4041.92
Japan,1976,11.75,4310.47
Japan,1977,12.2,4444.42
Japan,1978,12.51,4669.5
Japan,1979,12.84,4861.92
Japan,1980,11.8,4716.68
Japan,1981,11.63,4753.85
Japan,1982,12.34,4695.39
Japan,1983,12.12,4958.94
Japan,1984,11.66,5182.08
Japan,1985,12.28,5324.14
Japan,1986,11.69,5328.23
Japan,1987,12.54,5640.97
Japan,1988,11.97,5906.48
Japan,1989,12.91,6239.3
Japan,1990,13.59,6808.79
Japan,1991,12.78,7006.6
Japan,1992,12.48,7023.53
Japan,1993,12.06,7077.36
Japan,1994,13.23,7509.53
Japan,1995,12.48,7693.69
Japan,1996,12.08,7835.41
Japan,1997,12.75,7991.0
Japan,1998,13.24,8003.96
Japan,1999,13.08,8147.39
Japan,2000,12.83,8299.41
Japan,2001,12.45,8162.01
Japan,2002,12.84,8266.1
Japan,2003,12.51,8164.93
Japan,2004,13.44,8393.26
Japan,2005,12.56,8539.01
Japan,2006,12.76,8542.48
Japan,2007,13.19,8710.03
Japan,2008,12.87,8270.01
Japan,2009,12.93,8020.27
Japan,2010,13.22,8594.91
Japan,2011,12.74,8099.6
Japan,2012,12.57,7998.35
Japan,2013,12.96,7988.58
Jordan,1971,19.33,144.84
Jordan,1972,19.12,169.52
Jordan,1973,19.5,191.24
Jordan,1974,19.38,207.38
Jordan,1975,19.27,234.28
Jordan,1976,19.23,278.13
Jordan,1977,19.71,241.84
Jordan,1978,20.0,277.41
Jordan,1979,20.51,350.78
Jordan,1980,19.85,392.44
Jordan,1981,19.77,449.57
Jordan,1982,18.85,529.43
Jordan,1983,18.92,661.69
Jordan,1984,19.36,745.64
Jordan,1985,19.92,785.03
Jordan,1986,19.74,813.6
Jordan,1987,19.9,886.66
Jordan,1988,19.81,880.53
Jordan,1989,19.75,884.94
Jordan,1990,19.92,956.74
Jordan,1991,19.79,923.8
Jordan,1992,18.6,1026.41
Jordan,1993,19.68,1052.81
Jordan,1994,20.27,1084.58
Jordan,1995,19.85,1141.27
Jordan,1996,20.42,1185.16
Jordan,1997,19.48,1188.09
Jordan,1998,20.77,1248.04
Jordan,1999,20.62,1270.71
Jordan,2000,20.05,1306.52
Jordan,2001,20.73,1337.9
Jordan,2002,20.32,1412.75
Jordan,2003,20.33,1452.34
Jordan,2004,20.26,1565.32
Jordan,2005,20.14,1602.53
Jordan,2006,20.17,1655.65
Jordan,2007,20.44,1724.58
Jordan,2008,20.57,1826.36
Jordan,2009,20.5,1842.34
Jordan,2010,22.23,1933.27
Jordan,2011,20.11,1990.3
Jordan,2012,20.82,2151.32
Jordan,2013,21.32,2052.94
Kazakhstan,1990,6.56,5905.0
Kazakhstan,1991,6.47,5641.42
Kazakhstan,1992,5.81,5354.49
Kazakhstan,1993,4.7,4527.9
Kazakhstan,1994,5.54,4327.14
Kazakhstan,1995,7.34,4040.97
Kazakhstan,1996,5.1,3636.55
Kazakhstan,1997,7.07,3173.65
Kazakhstan,1998,6.25,2948.72
Kazakhstan,1999,6.98,2838.35
Kazakhstan,2000,6.76,3169.52
Kazakhstan,2001,6.81,3512.04
Kazakhstan,2002,7.3,3558.33
Kazakhstan,2003,6.13,3768.79
Kazakhstan,2004,7.39,3859.19
Kazakhstan,2005,7.0,4012.07
Kazakhstan,2006,6.87,4261.21
Kazakhstan,2007,7.16,4487.29
Kazakhstan,2008,7.03,4658.57
Kazakhstan,2009,6.38,4447.32
Kazakhstan,2010,6.71,4728.01
Kazakhstan,2011,5.7,4892.73
Kazakhstan,2012,6.08,5180.65
Kazakhstan,2013,8.94,5345.47
Kenya,1971,23.86,76.4
Kenya,1972,24.4,80.83
Kenya,1973,24.48,83.62
Kenya,1974,24.03,86.11
Kenya,1975,24.15,89.36
Kenya,1976,24.31,95.8
Kenya,1977,24.33,97.82
Kenya,1978,24.08,101.14
Kenya,1979,24.24,104.99
Kenya,1980,24.72,105.45
Kenya,1981,24.32,109.5
Kenya,1982,24.36,108.2
Kenya,1983,24.78,107.7
Kenya,1984,24.29,109.37
Kenya,1985,24.17,114.59
Kenya,1986,24.42,117.46
Kenya,1987,25.02,126.66
Kenya,1988,24.66,119.99
Kenya,1989,24.02,122.97
Kenya,1990,24.13,126.5
Kenya,1991,24.37,127.98
Kenya,1992,24.41,128.12
Kenya,1993,24.28,130.87
Kenya,1994,24.52,128.42
Kenya,1995,24.48,129.84
Kenya,1996,24.45,132.35
Kenya,1997,24.56,130.06
Kenya,1998,24.59,130.86
Kenya,1999,24.57,120.97
Kenya,2000,24.72,108.16
Kenya,2001,24.46,117.64
Kenya,2002,24.66,116.47
Kenya,2003,24.86,121.89
Kenya,2004,24.87,128.91
Kenya,2005,25.13,130.96
Kenya,2006,24.82,138.52
Kenya,2007,24.79,141.89
Kenya,2008,24.65,141.02
Kenya,2009,25.23,141.66
Kenya,2010,24.96,149.67
Kenya,2011,24.97,150.6
Kenya,2012,24.93,152.56
Kenya,2013,24.94,163.6
Kuwait,1971,25.07,2809.95
Kuwait,1972,24.37,3303.84
Kuwait,1973,25.41,3461.01
Kuwait,1974,25.0,3638.3
Kuwait,1975,25.01,3890.52
Kuwait,1976,24.96,4078.57
Kuwait,1977,25.57,4420.21
Kuwait,1978,25.47,4833.44
Kuwait,1979,26.17,5612.97
Kuwait,1980,25.67,5556.71
Kuwait,1981,25.69,5857.5
Kuwait,1982,24.72,6511.5
Kuwait,1983,24.8,6623.74
Kuwait,1984,25.12,7046.36
Kuwait,1985,25.36,7508.83
Kuwait,1986,25.44,7959.48
Kuwait,1987,26.02,8173.88
Kuwait,1988,25.6,8532.97
Kuwait,1989,25.3,8868.27
Kuwait,1990,25.76,10286.95
Kuwait,1991,25.35,7532.66
Kuwait,1992,24.3,9793.7
Kuwait,1993,25.36,11542.99
Kuwait,1994,25.84,12767.0
Kuwait,1995,25.49,12755.99
Kuwait,1996,26.33,13311.08
Kuwait,1997,25.32,13502.37
Kuwait,1998,26.67,14666.31
Kuwait,1999,26.84,14968.89
Kuwait,2000,26.38,14867.43
Kuwait,2001,26.65,15326.81
Kuwait,2002,26.39,15806.67
Kuwait,2003,26.5,16856.48
Kuwait,2004,26.16,17050.53
Kuwait,2005,25.99,17342.29
Kuwait,2006,26.31,17842.87
Kuwait,2007,26.33,17074.57
Kuwait,2008,26.27,17063.82
Kuwait,2009,26.45,16669.71
Kuwait,2010,27.64,17033.62
Kuwait,2011,26.09,16023.47
Kuwait,2012,26.68,15837.21
Kuwait,2013,27.27,14694.57
Latvia,1990,7.33,3396.73
Latvia,1991,6.69,3285.32
Latvia,1992,6.92,2638.91
Latvia,1993,5.64,2048.15
Latvia,1994,5.94,1973.23
Latvia,1995,6.57,1997.14
Latvia,1996,4.97,1992.9
Latvia,1997,6.23,2056.44
Latvia,1998,6.0,2129.86
Latvia,1999,7.11,2072.8
Latvia,2000,7.5,2082.32
Latvia,2001,6.54,2213.36
Latvia,2002,6.92,2307.19
Latvia,2003,6.28,2493.93
Latvia,2004,6.33,2607.46
Latvia,2005,6.37,2777.38
Latvia,2006,6.97,2966.61
Latvia,2007,7.28,3169.08
Latvia,2008,7.68,3213.12
Latvia,2009,6.56,3026.61
Latvia,2010,5.71,3229.95
Latvia,2011,7.25,3264.05
Latvia,2012,6.04,3587.93
Latvia,2013,7.32,3472.54
Lebanon,1971,17.71,506.52
Lebanon,1972,17.34,554.68
Lebanon,1973,17.8,627.28
Lebanon,1974,17.78,674.93
Lebanon,1975,17.69,618.59
Lebanon,1976,17.48,586.24
Lebanon,1977,17.94,559.63
Lebanon,1978,18.25,664.38
Lebanon,1979,18.61,821.11
Lebanon,1980,17.88,856.02
Lebanon,1981,18.15,905.45
Lebanon,1982,17.32,976.18
Lebanon,1983,17.32,1054.4
Lebanon,1984,17.77,1089.6
Lebanon,1985,18.26,1088.09
Lebanon,1986,18.11,1142.68
Lebanon,1987,17.91,1231.54
Lebanon,1988,17.97,1041.32
Lebanon,1989,18.11,638.21
Lebanon,1990,18.18,389.57
Lebanon,1991,18.11,763.62
Lebanon,1992,16.92,900.04
Lebanon,1993,17.93,1038.02
Lebanon,1994,18.66,1133.19
Lebanon,1995,18.1,1196.32
Lebanon,1996,18.5,1611.45
Lebanon,1997,17.73,1887.99
Lebanon,1998,19.0,2258.79
Lebanon,1999,18.98,2225.87
Lebanon,2000,18.38,2235.55
Lebanon,2001,19.06,2255.54
Lebanon,2002,18.68,2384.93
Lebanon,2003,18.55,2435.18
Lebanon,2004,18.47,2404.92
Lebanon,2005,18.39,2413.5
Lebanon,2006,18.31,2316.38
Lebanon,2007,18.76,2375.66
Lebanon,2008,18.96,2495.08
Lebanon,2009,18.85,2653.33
Lebanon,2010,20.27,3020.14
Lebanon,2011,18.26,3040.01
Lebanon,2012,18.99,2660.51
Lebanon,2013,19.18,2880.51
Libya,1971,22.21,203.24
Libya,1972,22.65,221.09
Libya,1973,22.15,431.81
Libya,1974,22.14,496.92
Libya,1975,22.15,623.08
Libya,1976,22.32,739.51
Libya,1977,22.52,874.58
Libya,1978,22.41,986.13
Libya,1979,22.78,1155.52
Libya,1980,22.37,1217.12
Libya,1981,22.61,1167.41
Libya,1982,22.41,1124.5
Libya,1983,22.2,1087.75
Libya,1984,22.5,1062.97
Libya,1985,22.68,1049.86
Libya,1986,22.54,1102.6
Libya,1987,22.8,1501.56
Libya,1988,23.11,1610.32
Libya,1989,22.66,1569.23
Libya,1990,23.1,1651.17
Libya,1991,22.62,1734.93
Libya,1992,22.4,1834.27
Libya,1993,23.0,1892.2
Libya,1994,22.82,1904.21
Libya,1995,22.95,1851.23
Libya,1996,23.12,1867.82
Libya,1997,23.05,1882.16
Libya,1998,23.28,2187.93
Libya,1999,23.69,2270.46
Libya,2000,22.84,2309.31
Libya,2001,23.41,2327.18
Libya,2002,23.41,2836.65
Libya,2003,23.37,2989.19
Libya,2004,23.28,3118.56
Libya,2005,23.26,3404.77
Libya,2006,23.32,3737.42
Libya,2007,23.33,3716.64
Libya,2008,23.47,3070.47
Libya,2009,23.38,3030.57
Libya,2010,24.52,3209.34
Libya,2011,22.99,2866.29
Libya,2012,23.27,2400.05
Libya,2013,24.31,2450.54
Lithuania,1990,7.98,4023.43
Lithuania,1991,7.09,4022.53
Lithuania,1992,7.47,3166.93
Lithuania,1993,6.24,2494.42
Lithuania,1994,6.81,2498.94
Lithuania,1995,7.01,2538.64
Lithuania,1996,5.41,2735.44
Lithuania,1997,6.73,2727.73
Lithuania,1998,6.65,2825.88
Lithuania,1999,7.68,2702.43
Lithuania,2000,8.11,2516.91
Lithuania,2001,7.12,2695.91
Lithuania,2002,7.71,2848.91
Lithuania,2003,6.83,3087.66
Lithuania,2004,6.84,3196.85
Lithuania,2005,6.92,3187.03
Lithuania,2006,7.42,3353.3
Lithuania,2007,7.85,3564.21
Lithuania,2008,8.18,3733.63
Lithuania,2009,7.1,3622.29
Lithuania,2010,6.33,3470.79
Lithuania,2011,7.64,3529.92
Lithuania,2012,6.72,3607.7
Lithuania,2013,7.8,3663.67
Luxembourg,1971,9.49,11871.35
Luxembourg,1972,8.97,11661.86
Luxembourg,1973,9.37,11796.26
Luxembourg,1974,9.79,13108.01
Luxembourg,1975,9.78,10642.15
Luxembourg,1976,10.09,11487.78
Luxembourg,1977,9.7,10443.94
Luxembourg,1978,8.82,10806.42
Luxembourg,1979,8.85,10982.32
Luxembourg,1980,8.88,10784.02
Luxembourg,1981,9.31,11089.05
Luxembourg,1982,10.1,10992.41
Luxembourg,1983,9.99,11137.19
Luxembourg,1984,9.24,11737.77
Luxembourg,1985,8.53,12064.16
Luxembourg,1986,9.03,12159.47
Luxembourg,1987,8.76,12275.12
Luxembourg,1988,10.19,13423.48
Luxembourg,1989,10.59,13537.52
Luxembourg,1990,10.59,13667.67
Luxembourg,1991,9.45,14087.86
Luxembourg,1992,10.22,12927.9
Luxembourg,1993,9.65,12632.24
Luxembourg,1994,10.82,13665.07
Luxembourg,1995,10.34,14920.77
Luxembourg,1996,8.65,14629.73
Luxembourg,1997,10.17,15134.1
Luxembourg,1998,10.0,15460.32
Luxembourg,1999,10.54,14990.42
Luxembourg,2000,10.79,15668.12
Luxembourg,2001,10.21,15616.33
Luxembourg,2002,10.71,15980.28
Luxembourg,2003,10.7,16258.88
Luxembourg,2004,9.98,16300.11
Luxembourg,2005,10.31,15644.15
Luxembourg,2006,10.73,16456.6
Luxembourg,2007,10.76,16352.32
Luxembourg,2008,10.13,15937.79
Luxembourg,2009,10.33,14425.96
Luxembourg,2010,9.13,16829.96
Luxembourg,2011,11.03,15586.08
Luxembourg,2012,10.11,14703.94
Luxembourg,2013,9.9,14193.17
Malaysia,1971,25.85,328.26
Malaysia,1972,26.32,364.11
Malaysia,1973,26.35,392.94
Malaysia,1974,25.98,419.23
Malaysia,1975,25.99,450.08
Malaysia,1976,25.85,488.58
Malaysia,1977,26.09,555.7
Malaysia,1978,26.19,586.42
Malaysia,1979,26.26,646.37
Malaysia,1980,26.21,687.82
Malaysia,1981,26.21,717.75
Malaysia,1982,26.18,757.42
Malaysia,1983,26.53,796.48
Malaysia,1984,25.9,844.32
Malaysia,1985,26.12,870.13
Malaysia,1986,26.19,911.58
Malaysia,1987,26.52,952.34
Malaysia,1988,26.36,1027.19
Malaysia,1989,26.11,1108.33
Malaysia,1990,26.42,1191.24
Malaysia,1991,26.33,1301.57
Malaysia,1992,26.29,1455.63
Malaysia,1993,26.22,1568.71
